Id,Prediction
0,3798338.286159242
1,4023595.136893286
2,3735494.561246725
3,3542728.84379318
4,4037536.787012723
5,4262940.102714657
6,3906950.673033794
7,3850027.6428508786
8,5284837.90293122
9,4316313.202024611
10,4106319.5674672523
11,4359932.797069513
12,5728685.538385916
13,5187919.58247974
14,4085461.609304193
15,4289297.459592769
16,5178681.674265848
17,3966315.129605422
18,4449188.308245511
19,4043767.457257033
20,3974196.881746476
21,4185524.344797232
22,4409880.796108471
23,5581750.191344308
24,4938268.004125997
25,4031593.7933436935
26,3671987.2917772382
27,4256470.98620225
28,4144502.081727253
29,4358247.335626829
30,4227132.19764202
31,3930290.011883576
32,3696115.545795985
33,4463838.982337504
34,3658403.26769117
35,4242024.157995398
36,4083294.349042151
37,4813567.913826371
38,3623330.781331325
39,3965346.21690813
40,4210814.92259742
41,4259344.552734941
42,4443330.206886537
43,4438129.226443258
44,5268682.697057388
45,3981262.1673041377
46,3732303.1417683824
47,3624244.8597929827
48,4355186.437722584
49,4481206.605412143
50,4992616.692483649
51,4246278.907675112
52,4566038.178071706
53,3620932.776258141
54,3758038.2084999722
55,4196760.596642435
56,5359430.14130385
57,4179526.456644133
58,4399928.569003618
59,4766231.086226279
60,3868556.107840958
61,4339174.296649375
62,4138436.778368076
63,4200424.818090433
64,4164333.906565709
65,5912147.873988336
66,4286123.833985905
67,6242901.542859492
68,4469621.17724707
69,4402746.7447928395
70,3841819.4390149573
71,3569137.2666579634
72,3894119.382043721
73,3823423.581997632
74,5061547.744886499
75,4477255.429380207
76,4753584.2678180225
77,4203446.962312183
78,4233256.757868923
79,4160402.8520229235
80,5172158.955386101
81,4332100.411241018
82,4321896.164430992
83,4712059.069559803
84,7535733.622444626
85,2415367.7870362704
86,4302040.773412837
87,4158453.729731321
88,4424831.139371303
89,4090278.701665968
90,4877897.752258762
91,4527713.07913714
92,3935136.334526575
93,4422954.729786381
94,5019274.958213156
95,4233527.753696932
96,4384563.028277546
97,4229478.569848607
98,3985139.949690906
99,4253093.634704161
100,4205398.5361043215
101,3213628.5321967835
102,3987227.3507595714
103,4023053.8237810554
104,4774155.441810043
105,3821394.384331899
106,4389540.63030584
107,4539634.587026947
108,5094176.554626293
109,4368242.76353245
110,4691356.7257897025
111,4455556.201973266
112,4779753.1305694785
113,4343722.556485138
114,3859367.435273785
115,4145386.578502629
116,3506096.3687161608
117,4485588.522059918
118,3662854.4597843657
119,4542940.3185346145
120,4359026.856684628
121,4461620.67921207
122,3676732.1761776214
123,5280719.363407211
124,3966619.3049099366
125,4177828.620011448
126,4647942.1388308685
127,3672754.5823023063
128,4484754.522635978
129,4221361.888130935
130,3330004.0223030737
131,4454327.279415264
132,5013712.569540374
133,4004767.854648647
134,4138498.906723434
135,4147685.204993604
136,4137479.987452028
137,3958109.7618114157
138,4388031.391765912
139,3897111.5111550214
140,5528280.0292630205
141,3808476.3640719103
142,4552764.042341553
143,4164855.9289547694
144,4265869.031632884
